-65.58335470163743, 1.4271585039745105
-55.04230924209679, 3.1832667863291704
-45.41558298838787, 4.937177185977511
-34.87453752884721, 6.693285468332171
-24.781860141397132, 9.025239019744312
-14.674530202571532, 12.318766255174182
-4.564269753470825, 15.804608227407599
4.622879958972874, 18.711308106524044
14.686252243671902, 19.120114289900727
24.781860141397146, 21.644382578116407
35.349280193413676, 25.131323491702986
44.90567420052017, 22.26968020806622
54.96904648521925, 22.678486391442902
64.88882376643832, 13.663870471445826
